artist	title
Paramore	Conspiracy (Album Version)
The Prodigy	Wake Up Call (Album Version)
Linkin Park	Easier To Run (Album Version)
Wiz Khalifa	All In My Blood [Pittsburgh Sound] [Radio Edit]
Looptroop	Long Arm Of The Law
Cass McCombs	Deseret
Beach House	Walk In The Park
Tracy Chapman	Happy (LP Version)
Tracy Chapman	Change (Album Version)
Tracy Chapman	Almost (LP Version)
Beach House	Lover Of Mine
Boston	Peace Of Mind
Staind	Open Your Eyes (Explicit LP Version)
Dynamite Deluxe	Wie Jetzt
matchbox twenty	Bent (LP Version)
Adam Lambert	Master Plan
Nine Inch Nails	Only
Fat Freddy's Drop	Roady
Arcade Fire	The Well And The Lighthouse
The Whitest Boy Alive	Don't Give Up
Tom Petty	You Don't Know How It Feels (Album Version)
Muse	Map Of The Problematique
Arcade Fire	Crown Of Love
The Oh Sees	Two Drummers Disappear
Soundgarden	Outshined
The Oh Sees	Ghost In The Trees
Nightwish	The Poet And The Pendulum
Kings Of Convenience	Leaning Against The Wall
Hollywood Undead	Tear It Up
The Oh Sees	Maria Stacks
Pendulum	The Tempest (album version)
Frankie J	Daddy's Little Girl
Muse	Citizen Erased
Duncan Dhu	No Puedo Evitar (Pensar En Ti)
Nine Inch Nails	Terrible Lie
Nick Cave & The Bad Seeds	Lime Tree Arbour
Simple Plan	I'm Just a Kid (Album Version)
Kings Of Convenience	Rule My World
A Perfect Circle	The Hollow
The Wallflowers	Be Your Own Girl
Arcade Fire	My Body Is A Cage
N.E.R.D.	Stay Together (Includes Interlude)
Paramore	Here We Go Again (Album Version)
Arcade Fire	Intervention
Arcade Fire	My Heart Is An Apple
Mastodon	Crystal Skull (Album Version)
Nine Inch Nails	Something I Can Never Have
Muse	Glorious
Muse	Space Dementia
Ace of Base	All That She Wants
The Bloody Beetroots / The Cool Kids	Awesome
DMX	What's My Name
Muse	Unnatural Selection
Nine Inch Nails	The Perfect Drug
Muse	City Of Delusion
Metallica	Welcome Home (Sanitarium)
Huey Lewis & The News	Heart And Soul
Mogwai	Mogwai Fear Satan
Mogwai	Year 2000 Non-Compliant Cardia
Nine Inch Nails	Head Like A Hole
Arcade Fire	Neon Bible
Bob Welch	Ebony Eyes
Amos Lee	Give It Up
Muse	New Born
Bob Welch	Sentimental Lady
Iration	Turn Around
1990s	Tell Me When Youre Ready
Paramore	Let The Flames Begin (Album Version)
Sting	Fortress Around Your Heart
Paramore	All We Know (Album Version)
Pendulum	Slam
Arcade Fire	In The Backseat
Huey Lewis And The News	Hip To Be Square
Paramore	My Heart (Album Version)
Crosby_ Stills & Nash	Suite: Judy Blue Eyes (LP Version)
Dominic Cooper / Amanda Seyfried	Lay All Your Love On Me
Lindsay Lohan	Edge Of Seventeen
The Hollies	Long Cool Woman In A Black Dress
Amos Lee	Dreamin'
Muse	Guiding Light
Venom	Buried Alive
Jonathan Coulton	Re: Your Brains
Kid Rock	All Summer Long (Album Version)
Dominique A	Le Courage Des Oiseaux
Kollaa Kestää	Musti Sotakoira (2007 Digital Remaster)
Amos Lee	Colors
Beyoncé	Speechless
Train	Brick By Brick
Amos Lee	Listen
Jenn Cuneta	Come Rain_ Come Shine
Cherish	Unappreciated
Usher	Confessions
Aaliyah	One In A Million
Cex	(You're) Off The Food Chain
Cherish	Moment In Time
Mariah Carey	Never Too Far
Nelly / David Banner / 8-Ball	Air Force Ones
Nelly / City Spud	Ride Wit Me
Junior M.A.F.I.A.	Player's Anthem feat. Notorious B.I.G._ Lil Cease and Lil Kim
Screamin' Jay Hawkins	Heart Attack and Vine
Daughtry	September
Ste Strausz	Le Million
Olivia Newton-John	Hochmah (Interlude)
Johnny Winter	It's My Own Fault
Moby	Yeah
Violet Indiana	Hiding
Miley Cyrus	As I Am
DecembeRadio	Find You Waiting
Reality Check	Masquerade (Reality Check Album Version)
Rammstein	REISE_ REISE
Mr. Scruff	Midnight Feast
3OH!3 featuring Neon Hitch	Follow Me Down
Toby Keith	American Soldier
Lauryn Hill	Forgive Them Father
Slim Dusty	Long Black Road
The Notorious B.I.G.	Things Done Changed (Amended Version)
Pearl Jam	Dissident
Bassholes	Daughter
Cage The Elephant	Psycho Killer
Flyleaf	Again
Deftones	Elite (LP Version)
Sting	La Belle Dame Sans Regrets
All Time Low	Lost In Stereo
Refused	Reach Out
Descendents	Hope
Rob Zombie	Dragula
Avril Lavigne	Alice
Hollywood Undead	This Love_ This Hate
Ratatat	Nostrand
Shinedown	What A Shame (Album Version)
Mayday Parade	When I Get Home You're So Dead (New Version) (Album)
Shinedown	Cyanide Sweet Tooth Suicide (Album Version)
Marion Meadows	Between The Sheets
Skillet	Whispers In The Dark (Radio Edit)
Yellowcard	Only One
Easton Corbin	A Little More Country Than That
Scouting for Girls	She's So Lovely
Evanescence	Everybody's Fool (Live in Europe)
The Notorious B.I.G.	Notorious B.I.G. (Featuring Lil' Kim & Puff Daddy)(Album Version)
Scouting for Girls	It's Not About You
Jaga Jazzist	Day
Jaga Jazzist	Swedenborgske Rom
Evanescence	Lacrymosa
Exodus	Bedlam 1-2-3
Beck	Orphans
The Black Keys	When The Lights Go Out
Depeche Mode	Precious
Daddy Yankee	Pose
Rise Against	Life Less Frightening
Rise Against	The Strength To Go On
Blind Melon	No Rain
Rise Against	Injection
Audioslave	Show Me How To Live
Nine Inch Nails	All The Love In The World
1990s	Pollockshields
Billy Currington	Ain't What It Used To Be
Maroon 5	Can't Stop
Ashley Tisdale	So Much For You (Album Version)
Craig Morgan	International Harvester
Elliott Smith	Ballad Of Big Nothing
Amy Winehouse	Valerie
Tom Petty And The Heartbreakers	You Got Lucky
Paul Kalkbrenner	The Grouch
Boston	I Think I Like It
Sam Adams	Driving Me Crazy
Kenny G	Greensleeves (What Child Is This?)
Guus Meeuwis	De Weg
Mötley Crüe	Driftaway
A Fine Frenzy	Bird of the Summer
Taylor Swift	Tied Together With A Smile
Jason Aldean	Big Green Tractor
Sick Puppies	Maybe
Mission Of Burma	Comes Undone
Eddie Santiago	Hasta Aqui Te Fui Fiel
Paul Kalkbrenner	Since 77
Charlelie Couture	L'histoire De Bernard Workers
Robert Palmer	Your Mother Should Have Told You
Boston	More Than A Feeling
Bebel Gilberto	O Caminho
Metro Station	California
Radiohead	Everything In Its Right Place
Charles Mingus	Cryin' Blues
Frightened Rabbit	The Loneliness And The Scream
Tom Petty And The Heartbreakers	Here Comes My Girl
The New York Dolls	Babylon
Delirious?	Paint The Town Red
The Country Gentlemen	The Story of Charlie Lawson
Sigur Ros	Flugufrelsarinn
Explosions In The Sky	What Do You Go Home To?
Radiohead	There_ There
Boston	Foreplay/Long Time
Horse Feathers	Dustbowl
Jaco Pastorius Big Band	Amerika (Album Version)
Kanye West	Homecoming
Boston	Walk On (Some More)
Ellie Goulding	Starry Eyed
Air France	No Excuses
matchbox twenty	If You're Gone (Remastered Version)
Josh Groban	Remember When It Rained (Revised Live Version)
Mitch Hedberg	Not Track Five_ Not Chainsaw Juggler (LP Version)
Weird Al Yankovic;Kanye West;Snoop Dogg;50 Cent;Franz Ferdinand;The Black Eyed Peas;The Killers	Polkarama!
matchbox twenty	Back 2 Good (LP Version)
Ulrich Schnauss	Einfeld
Soltero	Acadian Coast
Slash	Beautiful Dangerous (featuring Fergie)
Mariah Carey	I'll Be There
The Rural Alberta Advantage	Drain the Blood
Air France	June Evenings
Apocalyptica	Ruska
Aqua	Turn Back Time
Nickelback	Shakin' Hands (Album Version)
The Mercury Program	You Yourself are Too Serious
The Rural Alberta Advantage	The Air
Radiohead	Climbing Up The Walls
Jaco Pastorius	Punk Jazz (Live Verison)
The Maine	If I Only Had The Heart
The Maine	I Wanna Love You (Akon Cover) ( Compilation)
The Maine	Count 'Em One_ Two_ Three
The Maine	Give Me Anything
Tracy Chapman	Conditional (Album Version)
The Maine	Time To Go
Sting	Brand New Day
matchbox twenty	Disease (Album Version)
Fall Out Boy	Grand Theft Autumn/Where Is Your Boy (Album Version)
3 Doors Down	It's The Only One You've Got
3 Doors Down	Runaway
Cobra Starship	Pleasure Ryland (Album Version)
Los Fabulosos Cadillacs	Silencio Hospital (Demo '85)
Tonic	If You Could Only See
3 Doors Down	Your Arms Feel Like home
3 Doors Down	These Days
3 Doors Down	Loser
3 Doors Down	Give It To Me
3 Doors Down	When It's Over
Fall Out Boy	Hum Hallelujah
Interpol	A Time To Be So Small
3 Doors Down	Away From The Sun
The Whitest Boy Alive	Fireworks (bonus track)
Savage Garden	I Knew I Loved You
Interpol	Rest My Chemistry
The Whitest Boy Alive	Courage
Interpol	Pioneer to The Falls
Atmosphere	Puppets
The Whitest Boy Alive	Keep A Secret
The Kills	Black Balloon
Hindi Zahra	Beautiful Tango (Album Version)
10 Years	Beautiful
Lauryn Hill	Ex-Factor
Marilyn Manson	Disposable Teens
Matt Costa	Songs We Sing
Prince & The New Power Generation [with Eric Leeds on Flute]	Gett Off
U2	I Still Haven't Found What I'm Looking For
Portishead	Elysium
Madder Mortem	Hypnos
Akon	Freedom
The Raconteurs	Rich Kid Blues
Lily Allen	Friday Night
Nick Cave & The Bad Seeds	As I Sat Sadly By Her Side
Iration	Falling
Proyecto Uno	Brinca
The Michael Schenker Group	Armed And Ready (2009 Digital Remaster)
Portishead	Only You
OutKast	The Way You Move
David Crowder*Band	Only You (Illuminate Album Version)
John Mayer	Do You Know Me
The Avett Brothers	I And Love And You
Snow Patrol	You Could Be Happy
The Avett Brothers	Incomplete And Insecure
The Avett Brothers	It Goes On And On
John Mayer	War Of My Life
The Avett Brothers	The Ballad Of Love And Hate
Corinne Bailey Rae	Butterfly
The Avett Brothers	The Perfect Space
The Cardigans	Carnival
The Avett Brothers	Laundry Room
The Prodigy	Omen
Maelo Ruiz	Nadie Igual Que Tu
Bonobo	D Song
The Cardigans	Rise & Shine
Björk	Isobel
Lupe Fiasco feat. GemStones and Graham Burris	Dumb It Down (feat. GemStones and Graham Burris) (Amended Album Version)
Yellowcard	Empty Apartment
Angus & Julia Stone	Just A Boy
Kula Shaker	Hush
Air	Universal Traveler
Skillet	Believe (Album Version)
Eddie Vedder	Long Nights
Explosions In The Sky	The Only Moment We Were Alone
Feist	Let It Die
Bob Newhart	Introducing Tobacco To Civilization (LP Version)
Audioslave	Doesn't Remind Me
Paris Combo	Les Portes De L'Ennui
Kid Cudi	Solo Dolo (nightmare)
Gorilla Zoe	What It Is [feat. Rick Ross & Kollosus] (Explicit Album Version)
Brandon Heath	Give Me Your Eyes
Chris Stills	Lucifer & Jane  (LP Version)
Justin	Show Me
Sauce Money Featuring Memphis Bleek	What We Do (Explicit) (Feat. Memphis Bleek)
Zac Brown Band	Highway 20 Ride (Album)
Bee Gees	How Can You Mend A Broken Heart?
Basshunter	Professional Party People
Miley Cyrus	I Miss You
Maroon 5	Until You're Over Me
PJ Harvey	The Devil
Crosby_ Stills_ Nash & Young	Find The Cost Of Freedom
Mariah Carey	We Belong Together
James Blunt	Billy (Album Version)
Sonic Youth	Youth Against Fascism
Apocalyptica	Betrayal/ Forgiveness
Kelly Clarkson	Walk Away
Ennio Morricone	Giocoso gioioso
Panteón Rococó	Reality Shock
Maroon 5	Losing My Mind
Maroon 5	Infatuation
Lamb Of God	Broken Hands (Album Version)
Third Eye Blind	Darwin
Stevie Wonder	Overjoyed
Joni Mitchell	The Last Time I Saw Richard
Madonna	Cherish
Steely Dan	Josie
John Mayer	Slow Dancing In A Burning Room
Lily Allen	LDN (Switch Remix)
Steely Dan	Reelin' In The Years
Don McLean	Vincent
Rob Zombie	Foxy_ Foxy
John Mayer	Crossroads
Bread	Make It With You (LP Version)
Marilyn Manson	The Fight Song
Eric Church	His Kind Of Money (My Kind Of Love)
Ray LaMontagne	Burn
Rage Against The Machine	Sleep Now In The Fire
Marilyn Manson	Angel With The Scabbed Wings
Steely Dan	Rikki Don't Lose That Number
Five Finger Death Punch	Meet the Monster
Carlos Vives	Quiero Verte Sonreir
Diam's	Suzy 2003 (Live)
John Mayer	Perfectly Lonely
Counting Crows / Vanessa Carlton	Big Yellow Taxi
Eagles	The Last Resort  (LP Version)
Goldfinger	Uncomfortable (Album Version)
Steely Dan	My Old School
Demon Hunter	One Thousand Apologies (The Triptych Album Version)
Casting Crowns	Until The Whole World Hears
Steely Dan	Aja
Marvin Gaye	Let's Get It On
Procol Harum	A Whiter Shade Of Pale
Billy Squier	The Stroke
Rachid Taha	Kelma
Soulja Boy Tell'em / Sammie	Kiss Me Thru The Phone
Kenny G with Peabo Bryson	By The Time This Night Is Over
José González	Slow Moves
Days Of The New	Where I Stand
Train	Getaway
Arctic Monkeys	Old Yellow Bricks
Rammstein	Feuer Frei
El Arrebato	Quiero Quererte Querer
Tokyo Police Club	Sixties Remake
Train	Shelter Me
Taylor Swift	I'm Only Me When I'm With You
Train	Skyscraper
Kelly Clarkson	Just Missed The Train
Plies	Goons Lurkin (Explicit Album Version)
The Bloody Beetroots	Storm
Natasha Bedingfield	Wild Horses
Cat Power	Itchyhead
Train	All I Ever Wanted
Train	I'm About To Come Alive
Green Day	¡Viva La Gloria! (Album Version)
Sticky Fingaz / Still Living / X-1	Why
Eric Prydz	Pjanoo
Jennifer Lopez	I'm Glad
Legião Urbana	Por Enquanto
Daft Punk	One More Time / Aerodynamic
Daft Punk	Too Long / Steam Machine
Cassie	Official Girl [Feat. Lil' Wayne] (Album Version)
Kelly Clarkson	Cry
Snow Patrol	If There's a Rocket Tie Me To It
Bow Wow	Like You
The Notorious B.I.G.	Hypnotize(Album Version)
Yung Joc	Patron [Explicit Album Version]
Shwayze	Buzzin'
Skillet	The Last Night (Album Version)
Flo Rida	Roll Feat. Sean Kingston (Explicit Album Version)
Pretty Ricky	Grind With Me (Explicit Version)
Dragonette	Competition
A Fine Frenzy	Near To You
Two Door Cinema Club	Undercover Martyn
Taylor Swift	The Outside
Two Door Cinema Club	Costume Party
Skillet	Falling Inside The Black (Album Version)
No Doubt / Bounty Killer	Hey Baby
Bright Eyes	Road To Joy
León Gieco	Canción Para Luchar
Skillet	Rebirthing (Album Version)
Bright Eyes	Landlocked Blues
KT Tunstall	Universe & U
Bright Eyes	A Perfect Sonnet
Thievery Corporation	A Gentle Dissolve
Jonathan Coulton	Tom Cruise Crazy
Bright Eyes	We Are Nowhere and It's Now
Joyce Cooling	It's Time I Go (Jazz)
Skillet	Comatose (Comes Alive Version)
Rob Zombie	Feel So Numb
Dashboard Confessional	Again I Go Unnoticed
Skillet	Lucy (Album Version)
Three Days Grace	Let You Down
Why?	Act Five
Michael Jackson	Dear Michael
Discovery	I Want You Back
The Cranberries	Saving Grace
Rammstein	AMERIKA
Mayday Parade	You Be The Anchor That Keeps My Feet On The Ground_ I'll Be The Wings That Keep Your Heart In The Clouds (Album)
Charlie Hall	All The Earth (Key-D-Premiere Performance Plus w/ Background Vocals)
Lily Allen	Never Gonna Happen
Kix	Girl Money
R.E.M.	Can't Get There From Here
The Swell Season	Paper Cup
Yeah Yeah Yeahs	Zero
Wyclef Jean featuring Akon_ Lil Wayne_ and introducing Niia	Sweetest Girl (Dollar Bill)
Alanis Morissette	Not The Doctor (LP Version)
Soundgarden	Black Hole Sun
A Tribe Called Quest;A Tribe Called Quest featuring Spanky	Common Ground (Get It Goin' On)
Evanescence	My Last Breath
Son House	Empire State Express
311	Eons
The Blues Brothers	Groove Me (Live Version)
Kanye West	Flashing Lights
Jill Scott	He Loves Me
The Police	Message In A Bottle
Mobb Deep	Shook Ones pt. 2
Disturbed	Numb (Album Version)
LL Cool J	I Need Love
The Velvet Underground / Lou Reed	Heroin
Broken Social Scene	Meet Me In The Basement
Rise Against	Hairline Fracture
The Futureheads	Skip To The End
Men Without Hats	Safety Dance
The Black Eyed Peas	I Gotta Feeling (Edit)
Boyz II Men	End Of The Road
Rise Against	Hero Of War
Avenged Sevenfold	Dear God (Album Version)
Five Finger Death Punch	Crossing Over
Huey Lewis And The News	The Power Of Love
Five Finger Death Punch	My Own Hell
Rise Against	Long Forgotten Sons
Slipknot	I Am Hated (Album Version)
Rise Against	The Dirt Whispered
Irene Cara	Flashdance... What A Feeling
Disturbed	Down With The Sickness (Album Version)
Rise Against	Audience Of One
Slipknot	Pulse Of The Maggots (Album Version)
Folk Implosion	Coral
New Boyz	Tie Me Down [feat. Ray J] (Amended Album Version)
Train	If It's Love
MC5	Break Time (Recorded at a Polish Wedding)
Friendly Fires	Paris
Kansas	Point Of Know Return
Company Flow	Blind
Masta Killa	Ringing Bells
Red Hot Chili Peppers	Hump de Bump (Album Version)
Disturbed	Shout (Album Version)
Blue Oyster Cult	Burnin' For You
Basshunter	DotA (Radio Edit)
BK-One	A Days Work (feat. P.O.S)
Uncle Kracker	Follow Me (Explicit LP Version)
John Brown's Body	33 RPM
Red Hot Chili Peppers	She's Only 18 (Album Version)
Iron Maiden	Dream Of Mirrors
Cobra Starship	The City Is At War (Album Version)
Red Hot Chili Peppers	Wet Sand (Album Version)
Sexion d'Assaut	Désolé
Jarabe De Palo	La Canción Del Desamor
Cake	Jolene
Cake	Arco Arena
Jah Cure	Sticky
U2	Window In The Skies
Peter Cetera	Glory Of Love [Theme From The Karate Kid Part II]
Iron Maiden	Holy Smoke
The Cranberries	Every Morning
U2	Fast Cars
U2	Mysterious Ways
Armin van Buuren	Hold On To Me
U2	If God Will Send His Angels
Rammstein	OHNE DICH
Metallica	Ride The Lightning
The Cranberries	In The Ghetto
Paris Combo	Prête A Porter
Billy Talent	Perfect World
Bon Jovi	Come Back
The Cranberries	Carry On
Rammstein	MEIN TEIL
So Many Dynamos	Oh_ The Devastation
Black Mountain	Druganaut
Goldfinger	San Simeon
Nickelback	Something In Your Mouth (Album Version)
The Cranberries	Not Sorry
Metallica	The God That Failed
The Cranberries	Desperate Andy
Audioslave	Yesterday To Tomorrow
Nightwish	Beauty And The Beast
U2	Hold Me_ Thrill Me_ Kiss Me_ Kill Me
The Cranberries	Loud And Clear
Luis Fonsi	Vivo Muriendo
Nightwish	Over The Hills And Far Away
Kamelot	Love you to death
Tracy Chapman	Be And Be Not Afraid (album version)
Totta Näslund	Hemma Före Mörkret
Lykke Li	Tonight
Nightwish	Bye Bye Beautiful
Ace of Base	Cruel Summer (Big Bonus Mix)
Prince & The New Power Generation	Cream ( LP Version W/O Rap Monologue )
Within Temptation	Forsaken (Album Version)
Exile	Kiss You All Over
The All-American Rejects	Too Far Gone
Blink-182	Always
Lily Allen	Fag Hag
Bjornemyr	Yearning Piano
OneRepublic	Fear
911	Rock Me Gently
Queens Of The Stone Age	Battery Acid
Incubus	Blood On The Ground
Beach House	Silver Soul
Darren Styles	Paradise & Dreams
Non	Spectre
Sound 5	Latin Static
Muse	Starlight
Camila	Besame
Queensryche	Silent Lucidity (2002 Digital Remaster)
Kaoma	Lambada
Plies	Watch Dis (Explicit Album Version)
The Whitest Boy Alive	Golden Cage
Darius & Finlay feat. Nicco	Rock To The Beat
311	Random
Incubus	Talk Shows On Mute
Damian Marley	Welcome To Jamrock
Avenged Sevenfold	Seize The Day (Album Version)
Harry Gregson-Williams	Bullet Tells The Truth
Angels Of Light & Akron/Family	Oceanside
rinôçérôse	Music Kills Me
Aaron Shust	My Savior My God (Album Version)
Judy Cheeks	So In Love (The Real Deal) (Frankie Foncett Vocal Mix)
Soda Stereo	Cae El Sol
Ace of Base	Don't Turn Around
Soltero	Michael
Joe Lovano	Duke Ellington's Sound Of Love
Brand New	Soco Amaretto Lime
Plies	I Am The Club (Explicit Album Version)
Frightened Rabbit	Learned Your Name
The Dead Weather	Looking At The Invisible Man (Album Version)
Hellogoodbye	All Of Your Love
Yeasayer	Madder Red
Yeasayer	2080
Frightened Rabbit	Man/Bag Of Sand
Cage The Elephant	Lotus
The Decemberists	Los Angeles_ I'm Yours
Silvio Rodriguez	Causas y Azares
Prodigy	Hotride
Kid Abelha	No Seu Lugar
John Legend	Each Day Gets Better
Coheed and Cambria	Delirium Trigger
Death Cab for Cutie	Brothers on a Hotel Bed (Rolling Stone Original)
Interpol	Not Even Jail
The Shins	Girl Sailor (Album)
Against Me!	Unprotected Sex With Multiple Partners
Caribou	Leave House
The Kills	Last Day Of Magic
Molotov	Rastaman- Dita
Carpenters	Rainy Days And Mondays
Eric Church	Love Your Love The Most
TV On The Radio	Love Dog
Postal Service	We Will Become Silhouettes (Album)
Andres Calamaro	Estadio Azteca
Gentleman	Tranquility Dub
Andres Calamaro	El Cantante
Selena Y Los Dinos	Como La Flor
Frumpies	Fuck Kitty
Alice In Chains	Man In The Box
Deftones	This Place Is Death (Album Version)
Filo + Peri	Dance with a Devil
Dead Man Ray	Authentic
Justin Timberlake	Like I Love You
Billy Idol	Rebel Yell
Lange	Nearly Home
Dashboard Confessional	As Lovers Go
Dashboard Confessional	Carry This Picture
Iration	Love/Hate
Tears For Fears	Shout
The Four Seasons	Walk Like A Man
Pandora's Box	The Want Ad
Wolfmother	Dimension
Jah Cure & Jah Mason	Run Come Love Me
Richie Spice	Brown Skin
Wolfmother	Love Train
Naughty By Nature	O.P.P.
Line Renaud	Le Soir
Bloodhound Gang	The Bad Touch
Nando Reis	Os Cegos Do Castelo
CKY	Attached At The Hip
Nando Reis	O Segundo Sol
Irish Tenors	Danny Boy
Joa~o Gilberto	Samba De Una Nota So´
Caribou	Hannibal
Anberlin	Alexithymia
Weezer	Buddy Holly
A Perfect Circle	A Stranger
Ratatat	Lex
Calle 13	La Tripleta
Matt Nathanson	Curve of the Earth
Basshunter	I Miss You
Klaus Badelt	Underwater March
Aventura	Obsesion
Avenged Sevenfold	I Won't See You Tonight Part 1
U2	With Or Without You
Basshunter Feat. DJ Mental Theos Bazzheadz	Now You're Gone
Sir Elwoodin Hiljaiset Varit	Neiti Kevät
Caribou	Bowls
The Fugees	Ready Or Not
Caribou (formerly Dan Snaith's Manitoba)	A Final Warning
Kamelot	The Haunting (Somewhere In Time) (Radio Edit) (Bonustrack)
Thelma Houston	I'm Here Again
Franz Ferdinand	Take Me Out
K'Naan	Wavin'  Flag
Broken Social Scene Presents: Brendan Canning	Possible Grenade
The Grascals	Me And John And Paul
Ladytron	Another Breakfast With You
Trivium	Like Light To The Flies
John Powell	See You Tomorrow
The Grascals	Viva Las Vegas
Ralph Stanley	Children_ Go Where I Send Thee
She & Him	Why Do You Let Me Stay Here?
Relient K	High Of 75 (Album Version)
Days Of The New	Provider
Buckcherry	Crazy Bitch (Album Version)
Relient K	The Best Thing
Newsboys	I Surrender All (Love Liberty Disco Album Verison)
Deerhunter	Never Stops
Notorious B.I.G.	Kick In The Door (Soundtrack Version) (Explicit)
Relient K	I So Hate Consequences (Album Version)
Tommy James And The Shondells	I Think We're Alone Now
A Tribe Called Quest	Bonita Applebum
De La Soul	Me_ Myself & I
MGMT	Of Moons_ Birds & Monsters
Dido	I'm No Angel
Café Tacvba	María
Within Temptation	Forgiven
Bruce BecVar	Koto Yoyo
A Flock Of Seagulls	I Ran
Heart	Crazy On You
Talking Heads	Psycho Killer (Acoustic)
Klaxons	It's Not Over Yet
Flyleaf	Missing
Luis Miguel	Amarte Es Un Placer
Yeasayer	The Children
Freaky Chakra	Platform
Yeasayer	Love Me Girl
Luis Miguel	O Tu  O Ninguna
Iration	Changed My Mind
Meryl Streep / Julie Walters / Christine Baranski	Dancing Queen
Yeasayer	Mondegreen
Spice Girls	Say You'll Be There (Single Mix)
Red Hot Chili Peppers	Californication (Album Version)
UK Subs	One of the Girls
Ten Years After	As The Sun Still Burns Away (2002 Digital Remaster)
Imogen Heap	Just For Now
Alexi Murdoch	12
Erykah Badu	Danger
Iration	Let Me Inside
Imogen Heap	Goodnight and Go
Blur	Coffee And TV
Evanescence	Hello
Kelis	Caught Out There (Explicit)
Digable Planets	Rebirth of Slick (Cool Like Dat) (2005 Digital Remaster) (Explicit)
Tears For Fears	Laid So Low (Tears Roll Down)
Foo Fighters	X-Static
Pixies	Monkey Gone To Heaven
Pixies	Debaser
Hollywood Undead	No. 5
Ryan Adams	English Girls Approximately
Slipknot	Duality (Album Version)
Beneath the Massacre	No Future
Hollywood Undead	Pimpin'
Charles Mingus	Love Chant  (LP Version)
Pixies	Wave of Mutilation (UK Surf Version)
Jonathan Coulton	Code Monkey
Velvet Underground & Nico	There She Goes Again
The Velvet Underground	Sweet Jane
Avril Lavigne	Tomorrow
Foo Fighters	For All The Cows
Force M.D.'s	Tender Love (LP Version)
Amon Tobin	Creatures
Foo Fighters	Next Year
Kimya Dawson	So Nice So Smart
Third Eye Blind	Forget Myself (2006 Remastered Version)
Lupe Fiasco	The Coolest (Explicit Album Version)
Jay-Z / Lil Wayne	Hello Brooklyn 2.0
Escape The Fate	The Guillotine (Album Version)
Horse Feathers	Walking & Running
Prohom	Mise En Bouche
La Roux	Quicksand
Dixie Chicks	Truth No. 2
SOJA	Losing My Mind
Soulja Boy Tell'em	Turn My Swag On
We Came As Romans	Beliefs
Kelis	Acapella
Third Eye Blind	Another Life
Tegan And Sara	Burn Your Life Down (Album Version)
Racey	Some Girls
India.Arie	Beautiful
Method Man	All I Need
A Day To Remember	I'm Made Of Wax_ Larry_ What Are You Made Of?
Alesana	Ambrosia
Deana Carter	She's Good For You
Escape The Fate	The Day I Left The Womb
Collective Soul	Reunion (LP Version)
Afromental	Bootycall
Collective Soul	Smashing Young Man (LP Version)
Josh Groban	Alejate (Album Version)
The Lonely Island	Like A Boss
Josh Groban	To Where You Are (Album Version)
The Gerbils	(iii)
The Lonely Island / Justin Timberlake	Dick In A Box
Jason Mraz	Make It Mine (Album Version)
LMFAO	I'm In Miami Bitch
The Lonely Island / Natalie Portman / Chris Parnell	Natalie's Rap
The Lonely Island	We Like Sportz
Enigma	Dancing With Mephisto
Zac Brown Band	Sic 'Em On A Chicken (Album)
Collective Soul	Listen (LP Version)
The Knife	Neverland
The Notorious B.I.G.	Tonight (Featuring Mobb Deep & Joe Hooker)(Album Version)
Eddie Vedder	Society
The Deadly Snakes	Diamond Ring
Let's Go Sailing	This Rope Is Long
Eddie Vedder	Far Behind
Huggy Bear	Pansy Twist
Sugar Ray feat. Super Cat	Fly (Remastered LP Version)
Tevin Campbell	Can We Talk (Album Version)
Eddie Vedder	The Wolf
Eddie Vedder	No Ceiling
The Mars Volta	Cicatriz Esp
The Shins	So Says I
Eddie Vedder	Setting Forth
Yann Tiersen	Watching Lara
Faith No More	Be Aggressive
The Mars Volta	Roulette Dares (The Haunt Of)
Flo Rida	Rewind [feat. Wyclef Jean] (Album Version)
Nickelback	Too Bad
Huey Lewis & The News	I Want A New Drug
Bon Jovi	Why Aren't You Dead?
Machine Head	Take My Scars (Hellalive) (Album Version)
Lifehouse	All In
The Notorious B.I.G.	Would You Die For Me (Featuring Lil' Kim & Puff Daddy) (Album Version)
Ludacris / Nate Dogg	Area Codes
Jack Johnson	Wrong Turn
Chris Isaak	The Christmas Song
Alice In Chains	Them Bones
ATB	Rising Moon
Kansas	Dust in The Wind
The Presets	Are You The One?
Iron And Wine	House By the Sea (Album)
Iron And Wine	Pagan Angel and a Borrowed Car (Album)
Guasones	Reyes De La Noche
Black Eyed Peas	Hey Mama
Atmosphere	Shoulda Known
Ohio Players	Skin Tight
Red Hot Chili Peppers	Hard To Concentrate (Album Version)
Red Hot Chili Peppers	Fortune Faded (Album Version)
Rancid	Fall Back Down (Album Version)
Paramore	Ignorance (Album Version)
AFI	Love Like Winter
Carl Thomas	Emotional (Album Version)
Atreyu	Gallows (Album Version)
Two Door Cinema Club	You Are Not Stubborn
The Police	Every Little Thing She Does Is Magic
tobyMac	Burn For You
Hollywood Undead	Young
Jack's Mannequin	Dark Blue (Album Version)
Five Finger Death Punch	Bulletproof
Creedence Clearwater Revival	I Put A Spell On You
Rob Zombie	American Witch
Chris Cornell	Billie Jean
Darius Rucker	Sometimes I Wonder
Beyoncé	Freakum Dress
Edwyn Collins	Superstar Talking Blues
